nom;iso;lits
Centre de Recherche Jason Zepka;RUS;1450
Centre de Recherche Ruth Aul;RUS;6330
Clinique Pauline Spencer;RUS;8654
Centre Médical Tammy Moser;RUS;3030
Institut Dorothy Pedro;RUS;8789
Centre de Recherche Ann Williams;RUS;5599
Centre Dena Thompson;RUS;1714
Clinique Guadalupe Johnson;RUS;3932
Institut de Santé Chris Glover;RUS;5233
Centre Hospitalier Erin Scheirer;RUS;7553
Centre de Recherche Bruce Tellez;RUS;558
Clinique Deandre Romero;RUS;6902
Hôpital Paul Ollis;RUS;853
Centre Kim Moffitt;RUS;9699
Centre de Recherche Edward Hines;RUS;3445
Clinique William Jones;RUS;8596
Clinique Charlie Clark;RUS;5242
Centre Hospitalier Wilbur Riggs;RUS;2428
Centre Hospitalier Universitaire Lindsay Mihailoff;RUS;5059
Clinique Susan Braun;RUS;9731
Institut Todd Trinity;RUS;4176
Centre Hospitalier Billie Brewer;RUS;2821
Clinique Russell Sharp;RUS;1993
Institut de Santé Kevin Lewis;RUS;600
Institut de Santé Herman Maddox;RUS;6107
Centre Hospitalier Universitaire Hector Scigliano;RUS;8524
Clinique Michelle Martin;RUS;6943
Centre Médical Joe Avitia;RUS;5799
Institut de Santé Elmer Roberts;RUS;3711
Centre Hospitalier Universitaire Lorna Duehring;RUS;4138
Centre de Recherche Alma Alvarez;RUS;4689
Hôpital Dusty Bernhart;RUS;9160
Centre Hospitalier Universitaire Michael Hart;RUS;2384
Centre Paul Pratt;RUS;6664
Centre Hospitalier Justin Richmond;RUS;8649
Centre Hospitalier Universitaire Rita Galat;RUS;7809
Institut de Santé Paul Wendel;RUS;9386
Centre de Recherche Patti Lohmeier;RUS;1939
Clinique Lillie Donoghue;RUS;3901
Institut de Santé Roberto Noel;RUS;8423
Institut Sylvia Roddy;RUS;5924
Centre Bobby Stoute;RUS;2300
Centre Médical Michael Caskey;RUS;7747
Clinique Jame Statman;RUS;3477
Clinique Maria Browning;RUS;721
Centre Nancy Marano;RUS;5576
Centre Toni Abegglen;RUS;5140
Clinique Aaron Alvarez;RUS;9843
Centre Hospitalier Harold Adams;RUS;6035
Centre de Recherche Kenneth Foley;RUS;6146
Centre Glenda Gustafson;RUS;1773
Institut de Santé Tony Smith;RUS;1048
Centre Jason Zizzo;RUS;9727
Centre Robert Chilvers;RUS;1755
Institut de Santé Kenneth Gabrielsen;RUS;5106
Institut de Santé Carrie Hartman;RUS;3539
Centre Hospitalier Universitaire Frank Mayfield;RUS;4625
Institut de Santé David Reyes;RUS;2591
Institut Jesse Boulanger;RUS;1475
Institut de Santé Kevin Wear;RUS;4322
Clinique Robert Cessor;RUS;1457
Clinique Elsie Torres;RUS;4527
Centre Hospitalier Universitaire Dexter Graham;RUS;2308
Institut Ron Sparks;RUS;2383
Centre de Recherche Daniel Pizzo;RUS;4390
Institut de Santé Nancy Dabrowski;RUS;2457
Centre Hospitalier Universitaire Esther Byrne;RUS;6622
Centre Médical Carlos Kirkham;RUS;8272
Hôpital John Moats;RUS;8820
Centre Ruby Perry;RUS;5580
Centre Médical Donna Diaz;RUS;3672
Centre de Recherche Sidney O'Connor;RUS;1554
Centre Médical Zandra Castillo;RUS;7282
Hôpital Joshua Charles;RUS;6525
Centre de Recherche Craig England;RUS;2268
Institut Mark Danforth;RUS;1935
Centre Hospitalier Reginald Potter;RUS;3846
Centre Roger Cobb;RUS;7377
Centre Kelly Coleman;RUS;754
Institut Edna Lebeau;RUS;7909
Centre Médical Remona Main;RUS;9185
Centre de Recherche Darlene Shaffer;RUS;5949
Clinique Don Jayaraman;RUS;831
Centre de Recherche Jennifer Peddycoart;RUS;9476
Centre Mildred Silverman;RUS;3435
Centre Roy Bailey;RUS;1779
Centre Hospitalier Sammie Cruz;RUS;8249
Clinique Karen Smith;RUS;8816
Institut de Santé Mack Rollins;RUS;4113
Centre Hospitalier Robert Olson;RUS;4791
Centre Hospitalier Alexandra McIntosh;RUS;5813
Centre Hospitalier Universitaire Louann Petry;RUS;780
Clinique Cristina Lopez;RUS;2904
Centre Hospitalier Jacquelyn Brandley;RUS;5745
Centre Ora Lovelace;RUS;4464
Centre Hospitalier Lisa Johnson;RUS;2561
Hôpital Joyce Turner;RUS;3080
Centre de Recherche Norman Franklin;RUS;5953
Institut de Santé Betty Renshaw;RUS;4167
Clinique Mary Boelter;RUS;5322
Hôpital James Yeaman;RUS;9359
Centre Hospitalier Beth Hinsley;RUS;1358
Centre de Recherche Dexter Boscarino;RUS;9625
Centre Hospitalier Helene Roehr;RUS;9281
Institut Deborah Bryan;RUS;2522
Centre Hospitalier Universitaire Marie Christensen;RUS;8912
Clinique Shirley Mendez;RUS;1597
Institut de Santé Charles Fritz;RUS;8366
Hôpital Sarah Casillo;RUS;1226
Centre Médical Ernest Estrada;RUS;6940
Centre Anne Newlove;RUS;4582
Hôpital Kenneth Farr;RUS;7609
Hôpital Mona Zwier;RUS;9313
Centre Hospitalier Universitaire Margaret Ferraro;RUS;1652
Centre Hannah Tang;RUS;7105
Centre Hospitalier Maria Keele;RUS;279
Centre Médical Sandra Thomas;KNA;148
Hôpital Joshua Thompson;LCA;411
Centre Hospitalier Universitaire Russell Eley;VCT;484
Hôpital Mary Morgan;SMR;193
Institut Troy McSperitt;STP;624
Centre Tiffany Lobdell;STP;285
Hôpital Frances Rogers;SAU;5727
Institut de Santé Christine Fleischman;SAU;7403
Clinique Robert Garvin;SAU;672
Centre Hospitalier Wilmer Thomsen;SAU;7344
Institut Morris Munday;SAU;8138
Hôpital Xuan Miller;SAU;4896
Centre Hospitalier Yoko Ferrante;SAU;1070
Institut April Brown;SAU;7988
Centre de Recherche Matthew Deal;SAU;667
Centre de Recherche Sidney Ferrante;SAU;958
Centre Médical Adam Azevedo;SAU;795
Centre de Recherche Sherry Hill;SAU;3889
Hôpital Melanie Bradshaw;SAU;4582
Centre de Recherche Karen Palmer;SAU;6669
Centre Hospitalier Universitaire Hattie Wolfgram;SAU;1766
Centre Kenneth Galioto;SAU;7482
Centre Hospitalier Monica Krone;SAU;9338
Centre Hospitalier Universitaire Terry Montalvo;SAU;5412
Institut Barbara McDonough;SAU;3692
Institut de Santé Tammy Marks;SAU;4805
Clinique Jack Hauff;SAU;642
Centre Médical James Estrada;SAU;174
Hôpital Franklin Eichstedt;SRB;6753
Centre Hospitalier Universitaire Gracie Doyle;SRB;4894
Institut de Santé Jerry McKnight;SRB;8971
Clinique James Costa;SRB;8817
Centre Médical Maureen Grodi;SRB;7981
Centre Jared Waldo;SRB;533
Institut de Santé Gwendolyn Walker;SRB;491
Centre de Recherche Troy Murray;SYC;452
Institut de Santé George Long;SGP;7485
Centre Hospitalier Bernice Montminy;SGP;4513
Centre de Recherche Phyllis Howard;SGP;669
Centre de Recherche Manuel Staley;SGP;1193
Centre Médical Stephen Rohrbach;SGP;446
Centre de Recherche Chrystal Martin;SVK;8387
Institut de Santé Edward Jefferson;SVK;8589
Centre Hospitalier Universitaire Natalie Collins;SVK;9637
Clinique Janet Ramon;SVK;4487
Institut Sharon Clark;SVK;612
Centre Hospitalier Stuart Campanaro;SVK;168
Institut de Santé Susan Walters;SVN;974
Centre de Recherche Sara Putney;SVN;1043
Centre Hospitalier Universitaire Dale Cleary;SVN;4887
Centre Helen Oseguera;SVN;663
Centre Linda Nayes;SVN;704
Centre Hospitalier Debby Gonzalez;SVN;880
Institut de Santé Shannon Ewalt;SVN;485
Centre Hospitalier Universitaire Dolores Jimenez;SLB;597
Centre Hospitalier Wayne Tasaka;SLB;365
Centre de Recherche Terry Yowell;SOM;7422
Centre Médical Arthur Jackson;SOM;5863
Centre Hospitalier Universitaire Vanessa Patel;SOM;766
Hôpital Alberto Verde;SOM;428
Centre Hospitalier Sam Lloyd;ZAF;4742
Centre Médical Nathanial Phillips;ZAF;883
Centre Sarah Bellamy;ZAF;7454
Centre Hospitalier Christopher Ratcliff;ZAF;6393
Centre Jennifer Osborne;ZAF;5341
Clinique Mary Druse;ZAF;2912
Institut Karl Hiler;ZAF;7620
Centre Jess Jo;ZAF;3877
Centre Hospitalier Universitaire Helen Puno;ZAF;1151
Institut Lois Ross;ZAF;2835
Centre de Recherche Carmen Montijo;ZAF;2123
Centre Hospitalier Universitaire Marci Brown;ZAF;6447
Centre Hospitalier Teresa Traskos;ZAF;3520
Institut de Santé Jacob Gorges;ZAF;2873
Centre Médical Nita Martinez;ZAF;7745
Clinique Jodi Watson;ZAF;8778
Centre Hospitalier Universitaire Robert Thomas;ZAF;6611
Hôpital Ambrose Kelley;ZAF;813
Centre Hospitalier Carlos Allis;ZAF;4736
Centre Freddie Vetsch;ZAF;5888
Centre de Recherche Raymond Arakaki;ZAF;9424
Centre de Recherche Amanda Hogenson;ZAF;4715
Institut de Santé Michele King;ZAF;5552
Clinique Earl Alexander;ZAF;9506
Centre Hospitalier Erika Ramirez;ZAF;5103
Centre Hospitalier Universitaire Howard Artz;ZAF;9363
Centre de Recherche Denise Mikula;ZAF;531
Hôpital Kathleen Davila;ZAF;618
Institut de Santé Mark Aguilar;ZAF;315
Centre Médical Cynthia Rowlan;KOR;2884
Centre de Recherche Louis Qiu;KOR;7338
Centre de Recherche Dorothy Stradley;KOR;4374
Centre Clarence Ramos;KOR;6672
Centre Médical Annie Vose;KOR;1870
Centre Logan Munster;KOR;2347
Centre Bonnie Lewis;KOR;8315
Hôpital Carolyn Winstead;KOR;3043
Institut Donna Kellogg;KOR;2398
Hôpital Mark Theodore;KOR;1416
Institut de Santé Candice Romero;KOR;2828
Centre Hospitalier Universitaire Lloyd Stevenson;KOR;6676
Institut Antonio Demanche;KOR;9986
Institut de Santé Robert Robinson;KOR;9018
Centre Hospitalier Universitaire Mark Bosley;KOR;1436
Centre Verna Brown;KOR;5125
Centre Médical Adam Barnes;KOR;1085
Centre Hospitalier Bobby Weatherly;KOR;2745
Centre de Recherche Gordon Quinn;KOR;5134
Institut James Ford;KOR;1157
Centre de Recherche Mary Gilmore;KOR;1028
Institut de Santé Kelly Stueve;KOR;1190
Centre Hospitalier Tara Bubb;KOR;6212
Centre Médical David Miranda;KOR;2672
Hôpital Gloria Mossman;KOR;614
Centre Hospitalier Bernard Barnes;KOR;9440
Centre Margaret Miksch;KOR;8767
Institut Glenn James;KOR;8978
Centre Médical Alice Porter;KOR;1228
Centre Hospitalier Universitaire Ollie Dowd;KOR;3408
Centre Médical Damon Kane;KOR;6069
Institut de Santé Chester Reister;KOR;4617
Institut de Santé James Carroll;KOR;2278
Clinique Elizabeth Blum;KOR;3485
Clinique Josephine Chan;KOR;9140
Centre Hospitalier Lewis Waterman;KOR;925
Centre Hospitalier Gladys Farrell;KOR;2654
Centre Médical Joe Tewolde;KOR;8474
Clinique Sharon Smith;KOR;2041
Centre de Recherche Patrick Hansen;KOR;8382
Hôpital Kenneth Tes;KOR;4152
Centre Hospitalier Universitaire Kasey Dierking;KOR;808
Centre Hospitalier Kim Whitehead;KOR;7751
Centre Hospitalier Universitaire Philip Jaime;KOR;761
Centre Richard Hudson;KOR;1404
Centre de Recherche Amanda Coburn;KOR;737
Institut Yolanda Schutz;KOR;820
Centre Hospitalier Universitaire Marie Dobbins;KOR;4922
Centre Médical Leesa Boring;KOR;7067
Clinique Lauren Loughman;KOR;5083
Centre Hospitalier Jean McComas;KOR;1536
Centre Hospitalier Universitaire Eva Hutchings;KOR;6556
Centre de Recherche Angela Nguyen;KOR;8243
Centre de Recherche Shawn James;KOR;8615
Centre Hospitalier Universitaire Mathew Bingham;KOR;2612
Centre Hospitalier Universitaire Christine Quarles;KOR;4375
Institut Joseph Nugent;KOR;2248
Institut Gary Rodriguez;KOR;6457
Institut Robert Watkins;KOR;5566
Centre Theresa Champagne;KOR;3101
Centre Hospitalier Universitaire Steve Devoe;KOR;5705
Hôpital Pamela Courtenay;KOR;4101
Centre Médical Anthony Langer;KOR;8803
Clinique Madaline Hunter;KOR;2242
Centre Hospitalier Hugo Belik;KOR;4441
Hôpital Luis Hull;KOR;7481
Institut Melissa Decker;KOR;7812
Centre Médical Laura Dugas;KOR;2542
Clinique Denise Neice;KOR;614
Institut Willie Toth;KOR;8677
Institut de Santé Courtney Ngo;KOR;2036
Centre Paula Rusinko;KOR;5220
Institut de Santé William Zapien;KOR;9725
Centre Médical William Rouse;KOR;7227
Institut Michelle Lambert;KOR;5151
Hôpital Juan Engelmeier;KOR;2817
Centre Hospitalier Leta Kalka;KOR;8598
Centre Hospitalier Jennifer Fisher;KOR;7451
Hôpital Donna Crossley;KOR;7118
Institut Cesar Sawyers;KOR;1917
Centre Hospitalier Universitaire Brian Heuser;KOR;6757
Centre de Recherche Gladys Baskerville;KOR;5433
Centre Hospitalier Thelma Pendarvis;KOR;3003
Institut de Santé Nancy Maurizi;KOR;7221
Institut de Santé Gloria Lona;KOR;7000
Centre de Recherche Trisha Fouser;KOR;6780
Centre Melody Chavez;KOR;1251
Centre Médical Arturo Fenton;KOR;1448
Centre Médical Nu Norris;KOR;1440
Centre Hospitalier Beth Waddle;KOR;2929
Institut Edgar Malone;KOR;1793
Centre Hospitalier Universitaire Jennifer Brewer;KOR;692
Institut Lisa Wiggins;KOR;5735
Hôpital John Capozzi;KOR;8553
Centre James Chaffee;KOR;7305
Clinique Barbara Marcinkowski;KOR;2535
Centre de Recherche Maria Howard;KOR;6390
Centre Hospitalier Karen Smith;KOR;4051
Institut Lisa Chase;KOR;9377
Institut de Santé Gloria Hof;KOR;6377
Hôpital Tamara Campbell;KOR;6154
Clinique Lawrence Huff;KOR;5889
Centre Médical John Baker;KOR;5141
Centre Glen Smelser;KOR;1477
Centre James Clampet;KOR;623
Clinique Tracey Ramirez;KOR;7619
Centre Kevin Gullette;KOR;7801
Institut de Santé Lorraine Kogan;KOR;3844
Hôpital Diana Gallagher;KOR;4264
Centre Hospitalier Kimberly Gorder;KOR;4842
Institut Robin Shrout;KOR;7637
Centre Jerry Merrigan;KOR;3762
Hôpital Dallas Freeman;KOR;5545
Institut de Santé Eve Kelly;KOR;9939
Centre Blake Clarke;KOR;8075
Hôpital Wayne Rubin;KOR;3701
Clinique Frank Bradley;KOR;957
Institut John Austin;KOR;2083
Centre Hospitalier Gloria Kelly;KOR;2253
Centre Hospitalier Universitaire John Skaggs;KOR;9996
Centre Hospitalier Universitaire George Ziegler;KOR;4286
Centre Médical Daniel Frost;KOR;1208
Centre Hospitalier Ted Marks;KOR;9008
Centre Jesse Wetters;KOR;3751
Centre Hospitalier Lola Groves;KOR;2174
Centre Médical Richard Cook;KOR;1583
Centre Hospitalier Mary Joiner;KOR;1458
Centre de Recherche Nancy Lewis;KOR;9058
Centre Joyce Hooper;KOR;544
Centre Médical Jennifer Bowman;KOR;1403
Centre Margarett Villanueva;KOR;7364
Clinique Jordan Bolton;KOR;1050
Centre de Recherche Chris Caudillo;KOR;3625
Centre de Recherche Amy Boerckel;KOR;6267
Hôpital Lorna Odom;KOR;1445
Centre Hospitalier Universitaire Diane Jackson;KOR;1311
Centre Hospitalier Universitaire Marcus Downing;KOR;1147
Institut de Santé Donovan Knight;KOR;2254
Institut de Santé Walter Clark;KOR;1425
Centre Hospitalier Mirtha Walls;KOR;645
Centre Médical Lilly Omeara;KOR;469
Centre Hospitalier Kathleen Robidoux;ESP;7285
Centre Hospitalier Universitaire William Gonzalez;ESP;4212
Institut Lisa Kennedy;ESP;3716
Centre de Recherche Lessie Everett;ESP;4648
Hôpital Richard Shrock;ESP;5569
Institut Daniel Tran;ESP;5128
Institut John Parrish;ESP;1524
Centre de Recherche Garland Rivera;ESP;7580
Centre Hospitalier Universitaire Kelly Harrison;ESP;1412
Institut Rose Ortega;ESP;898
Centre Dwayne Simms;ESP;9217
Clinique Kenneth Sanders;ESP;4038
Clinique Willie Boles;ESP;1462
Institut Stephen Husted;ESP;7410
Centre Hospitalier Maria Whitchurch;ESP;3526
Hôpital Mark McElroy;ESP;9254
Institut de Santé Shannon Bowers;ESP;2811
Institut de Santé Lisa Copeland;ESP;3178
Centre Hospitalier Universitaire Karen Swilley;ESP;8205
Clinique Arthur Rogers;ESP;1580
Centre de Recherche Scott Bryan;ESP;1059
Centre Hospitalier Universitaire Lemuel Morrison;ESP;7518
Centre Médical Candice Heim;ESP;2359
Institut de Santé Ashanti Young;ESP;4937
Institut Connie Knipple;ESP;9195
Centre Hospitalier Universitaire Shirley Smith;ESP;5158
Clinique Megan Mendler;ESP;4805
Centre de Recherche Tyra Green;ESP;1351
Centre Hospitalier Universitaire Lee Cseh;ESP;7609
Centre Médical Greg Fuller;ESP;1603
Centre Norman Rego;ESP;546
Centre Hospitalier Leslie Owens;ESP;293
Institut Robert Martinez;LKA;6685
Institut de Santé Charles Owens;LKA;3827
Centre Steve Arroyo;LKA;9985
Centre Hospitalier Universitaire Jessie Saldana;LKA;5311
Clinique Lydia Gibson;LKA;3067
Hôpital Willie Williamsen;LKA;3477
Centre Médical Jason Vandeman;LKA;1951
Centre Brenda Esshaki;LKA;3096
Centre Donald Flanagan;LKA;8591
Hôpital Bonnie Howard;LKA;5079
Clinique Michal Harden;LKA;5238
Centre de Recherche Jackie Franck;LKA;4964
Clinique Thomas Butler;LKA;3266
Institut Linda Patel;LKA;1541
Centre de Recherche Matthew Jackson;LKA;4851
Centre Shirley Behr;LKA;3752
Hôpital John Perkins;LKA;1925
Centre Hospitalier Universitaire David Skibo;LKA;483
Centre Hospitalier James Roussel;SDN;9383
Hôpital Annette Hernandez;SDN;9547
Institut de Santé Leslie Forry;SDN;1539
Hôpital Mark Lickey;SDN;4200
Clinique Madge Vargas;SDN;6259
Centre Rhonda Joubran;SDN;501
Hôpital Fannie Porcayo;SDN;3237
Institut de Santé Ruth Mikes;SDN;495
Centre Hospitalier Michael Gracey;SUR;694
Centre de Recherche Kristina Jackson;SUR;736
Centre de Recherche Candice Williams;SUR;494
Centre Médical Jeffrey Panian;SWE;6928
Centre Jeannie Cochran;SWE;8444
Centre Hospitalier Universitaire Ryan Ray;SWE;1617
Institut Sharon Pepper;SWE;1358
Institut Keith Smith;SWE;993
Hôpital Frances Jones;SWE;1900
Institut Eileen Potter;SWE;703
Hôpital John Amento;SWE;494
Centre de Recherche Luisa Bearce;CHE;5789
Centre de Recherche Wesley Smith;CHE;650
Centre Sarah Lutes;CHE;8932
Clinique James Harmon;CHE;3361
Institut Susan Gomez;CHE;3939
Institut Edra Gutierrez;CHE;6306
Institut de Santé Edward Tinker;CHE;9955
Centre Hospitalier Universitaire Herminia Thomas;CHE;474
Centre Hospitalier Universitaire Robert Castle;SYR;6222
Centre de Recherche Martha Roundy;SYR;6546
Hôpital Keith Hancock;SYR;1057
Clinique Ann Eckert;SYR;8258
Centre Hospitalier Universitaire Patti Renner;SYR;3975
Centre de Recherche Kim Hillier;SYR;243
Centre Hospitalier Roberto Custer;TJK;6454
Centre de Recherche Margaret Summerlin;TJK;3239
Centre de Recherche Pamela Nicanor;TJK;2246
Institut Linda Chavez;TJK;7114
Centre Médical Andrew Buonanno;TJK;8778
Centre de Recherche Ann Merritt;TJK;854
Centre de Recherche Andrew Panek;TJK;7707
Centre Bernice Parker;TJK;4159
Centre Hospitalier Ron Shan;TJK;1262
Institut de Santé Dennis Goetz;TJK;2467
Centre Mary Rodriguez;TJK;995
Institut Stephanie Sola;TJK;501
Hôpital Alicia Munnell;TJK;103
Hôpital Jose Larsen;TZA;6042
Clinique Mark Medrano;TZA;8791
Centre Hospitalier Universitaire Gertrude Erck;TZA;1830
Centre William Hearn;TZA;9533
Centre Hospitalier Universitaire Teresa Schneider;TZA;8523
Institut de Santé Marion Hill;TZA;6455
Centre de Recherche Gay Grasso;TZA;513
Centre Hospitalier Anthony Graves;TZA;264
Centre Hospitalier Universitaire Penelope Hier;THA;737
Centre Hospitalier Stephanie Sanchez;THA;7514
Centre Esperanza Durkin;THA;8834
Centre Hospitalier Universitaire Timothy Gilda;THA;7938
Centre Hospitalier Grady Caseres;THA;9702
Centre Médical Samuel Blocker;THA;1538
Centre de Recherche Joann Dang;THA;5469
Centre Hospitalier Universitaire Sheila Amos;THA;1321
Centre Anna Hollatz;THA;6173
Centre Hospitalier Universitaire John Bien;THA;1438
Institut Judy Rogers;THA;2981
Centre Hospitalier Victoria Lundquist;THA;8570
Centre Thomas Werle;THA;1395
Centre Robert Everett;THA;5518
Hôpital Beth Bond;THA;2466
Institut Patricia Grady;THA;563
Institut Amy Thibeault;THA;3848
Centre Hospitalier Jeffery Sullivan;THA;9809
Centre Hospitalier Universitaire Noel Rivas;THA;8526
Centre Médical Martin Tilton;THA;7656
Hôpital Iris Francois;THA;8836
Centre Hospitalier Kent Huebner;THA;6538
Clinique Errol Huffstutter;THA;5256
Clinique Timothy Hilligoss;THA;3226
Institut de Santé Geraldine Pyeatt;THA;6169
Centre de Recherche Caroline Minder;THA;886
Institut de Santé Kristen McNamara;THA;2526
Institut de Santé Jerry Chamberlain;THA;4602
Clinique Alma Macaluso;THA;3075
Centre Cynthia Stewart;THA;2592
Hôpital Stephanie Perkins;THA;778
Centre Médical John Finch;THA;423
Clinique Marie Suchan;TLS;1295
Centre de Recherche Stephanie Melchionna;TLS;4233
Centre de Recherche Sally Martin;TLS;1456
Hôpital Frank Boulding;TLS;698
Clinique Margie Kuper;TLS;159
Centre Médical Melodie Hyatt;TGO;3755
Centre Hospitalier Patrick Miller;TGO;1464
Institut de Santé Jamie Iacono;TGO;563
Institut Louise Campbell;TGO;242
Centre de Recherche Lindsay Luz;TON;326
Centre de Recherche Priscilla Burns;TTO;967
Centre Médical Lyle Smith;TTO;1325
Centre Hospitalier Universitaire Lauri Devers;TTO;870
Centre Hospitalier Donald Lyons;TTO;582
Hôpital Michael McGillen;TTO;482
Hôpital Dwayne Eurich;TUN;5694
Institut Jeffrey Miller;TUN;8059
Institut de Santé Ramona Carreon;TUN;1756
Centre Hospitalier Donna Ortloff;TUN;980
Centre Médical Betty Guzman;TUN;8502
Centre Anna Ivie;TUN;1721
Centre de Recherche Jennifer Sanchez;TUN;480
Clinique William Edwards;TUR;7867
Centre de Recherche George Hodge;TUR;6241
Hôpital Johnathan Raasch;TUR;1665
Centre Ellen Aguilar;TUR;3914
Hôpital Faith Heape;TUR;2269
Institut de Santé Joshua Stever;TUR;3587
Centre Médical Larry Borda;TUR;4554
Centre Hospitalier Universitaire Kenny Crownover;TUR;857
Centre Hospitalier Shanda Soliz;TUR;9382
Institut de Santé Alma Hogarth;TUR;1108
Institut Kevin Mohamed;TUR;2645
Institut de Santé Estella Lumpkin;TUR;790
Centre Sarah Hazard;TUR;5186
Centre Médical Carlos Yates;TUR;3608
Centre Hospitalier Tanner Kenison;TUR;4404
Institut de Santé Gregory James;TUR;2566
Institut de Santé Linda Rhoden;TUR;2630
Institut Patricia Bustamante;TUR;1041
Centre Kyle Urso;TUR;2208
Centre Hospitalier Universitaire Robert Moon;TUR;3465
Centre Kathrine Wood;TUR;4457
Institut Wayne Boyle;TUR;967
Centre Médical Ryan Turner;TUR;1764
Clinique Rosemary Ray;TUR;5091
Institut de Santé Aimee Mack;TUR;5779
Institut de Santé Lori Riley;TUR;5616
Centre Daniel Espericueta;TUR;1437
Centre Daniel Burke;TUR;9296
Centre Hospitalier Universitaire Herbert Hoffman;TUR;5190
Centre Nancy Robertson;TUR;1435
Centre Médical Albert Blom;TUR;9450
Centre John Bayer;TUR;769
Centre Médical Angela Guynup;TUR;3139
Centre Hospitalier Universitaire Leo Maffei;TUR;8623
Centre Hospitalier Universitaire Opal Spivey;TUR;8878
Hôpital Harold Emory;TUR;4029
Centre Hospitalier Clarence Timpanaro;TUR;4911
Centre Wendy Trevizo;TUR;9677
Institut Robin Kauffmann;TUR;972
Centre de Recherche Pamela Hinojos;TUR;3985
Centre Hospitalier Fannie Franklin;TUR;7751
Centre Hospitalier Universitaire James Casto;TUR;9210
Centre Médical Antonio Chin;TUR;7241
Centre de Recherche Richard Watson;TUR;7044
Centre Médical Cheryl Stewart;TUR;3333
Hôpital David Galvan;TUR;2779
Centre Hospitalier Universitaire Lorri Spencer;TUR;6308
Centre Médical Chad Rolain;TUR;2298
Centre Hospitalier Universitaire Daniel Furman;TUR;2288
Centre Hospitalier Kevin George;TUR;8700
Institut Lawrence Ziembo;TUR;6754
Centre John Price;TUR;7653
Institut de Santé Barbara Nicholson;TUR;203
Clinique Michael Wilcox;UGA;2056
Institut de Santé Brandee Galan;UGA;8421
Centre Hospitalier Universitaire William Healy;UGA;8370
Centre Hospitalier Universitaire Richard Conley;UGA;1793
Centre Hospitalier William Sopher;UGA;745
Centre de Recherche Faye Magana;UGA;1116
Centre Hospitalier Universitaire Terri Ramsey;UGA;393
Institut de Santé Donna Smith;UKR;6235
Centre de Recherche Jasmine Sandonato;UKR;2021
Centre Richard Henley;UKR;4488
Centre John Crawford;UKR;5962
Centre de Recherche Robert Nelson;UKR;1892
Centre Christina Gill;UKR;2317
Institut Joyce McConnell;UKR;5976
Centre de Recherche Winifred Thompson;UKR;8120
Institut de Santé Thomas Kelly;UKR;4345
Centre Médical Paul Williams;UKR;2535
Clinique Thomas Franklin;UKR;3176
Centre de Recherche Martin Hummer;UKR;2428
Centre Kathleen Yang;UKR;5589
Centre de Recherche Bruce Stephens;UKR;5715
Centre de Recherche Madeline Cope;UKR;9904
Centre James Meszaros;UKR;5306
Hôpital Jon Augustine;UKR;5610
Institut Daisy Mier;UKR;1271
Centre de Recherche Traci Darst;UKR;8773
Clinique Jeanine Mines;UKR;6956
Centre Médical Kelly Corona;UKR;7206
Centre de Recherche Dorothy Brady;UKR;7053
Centre de Recherche Regina Jones;UKR;8645
Institut Devon Reynolds;UKR;6508
Clinique Virginia Guarda;UKR;8268
Centre Terrance Niece;UKR;6700
Centre Médical Dennis Myles;UKR;7076
Institut de Santé James Meredith;UKR;5749
Centre Hospitalier Terri Cowser;UKR;2910
Centre Hospitalier Universitaire Johnny Lomeli;UKR;3112
Hôpital Angelina Jones;UKR;7776
Centre de Recherche Effie Acevedo;UKR;6970
Centre de Recherche Richard Voelker;UKR;4323
Hôpital Kendra Miller;UKR;6705
Centre Hospitalier Universitaire Lucas Wang;UKR;1092
Institut de Santé Hazel Phillips;UKR;9133
Institut de Santé Howard Perez;UKR;5322
Clinique Theodore Foster;UKR;1172
Centre Médical Joel Riskey;UKR;1873
Institut de Santé Jackie Neal;UKR;8550
Hôpital Eileen Long;UKR;3546
Centre Hospitalier Universitaire Annie Lamont;UKR;4561
Centre de Recherche Raymond Baranowski;UKR;5579
Hôpital Merle Danison;UKR;8374
Institut de Santé Lori Harris;UKR;5289
Centre Hospitalier Universitaire Mark Greene;UKR;9225
Centre de Recherche Ken Green;UKR;7188
Centre Hospitalier Universitaire Cristobal Thrower;UKR;4802
Centre Médical Chad Butler;UKR;2814
Centre Pierre Stacy;UKR;1567
Centre Bill Walker;UKR;5047
Centre de Recherche Daniel Stannard;UKR;7388
Institut Georgia Cook;UKR;2434
Centre Hospitalier Kenna Roth;UKR;7498
Centre Hospitalier Brenda Bothe;UKR;8224
Centre Hospitalier Laverne Ross;UKR;5022
Centre de Recherche Hollis Johnson;UKR;2266
Centre Stuart Combs;UKR;4749
Hôpital Donna Vera;UKR;2139
Centre Médical Doris Harvey;UKR;1574
Institut de Santé Lacey Masselink;UKR;8090
Hôpital Traci Klein;UKR;7110
Centre Samuel Fasano;UKR;2455
Centre Barbra Hartley;UKR;8555
Centre Cindy Gaines;UKR;4053
Centre Hospitalier Universitaire Frank Gee;UKR;7450
Centre de Recherche Katherine Sipe;UKR;8431
Hôpital Maria Miller;UKR;864
Centre Médical Zachary Johnston;UKR;6521
Centre de Recherche Shirley Sullivan;UKR;9406
Centre James Welch;UKR;4328
Centre de Recherche Gladys Marran;UKR;2883
Centre Hospitalier Universitaire Jose Lopez;UKR;579
